user,t,item,feat_0,feat_1
745,17,3842,269,14
745,17,6919,269,14
745,17,7356,269,14
745,17,8903,269,14
745,17,6827,269,14
745,18,3766,269,14
745,18,540,269,14
745,18,2323,269,14
745,19,4158,615,59
745,19,3357,1519,47
745,20,1800,3922,14
745,21,5517,3107,47
745,21,8939,3107,47
745,21,9858,3107,47
745,21,2761,3107,47
745,22,8460,1358,47
745,22,3913,4330,59
745,22,2082,4330,59
745,23,7521,269,14
745,23,7334,269,14
745,23,7320,269,14
745,23,2725,269,14
745,24,3406,747,14
745,25,505,1418,14
745,26,5376,269,14
745,26,4766,269,14
745,26,2323,269,14
745,26,2380,269,14
745,27,8674,3107,47
745,27,4673,3107,47
745,27,8509,3107,47
745,28,8903,269,14
745,28,216,269,14
745,28,3766,269,14
745,28,7098,269,14
745,29,5232,2918,14
745,30,1297,4093,47
745,31,2519,1987,50
745,32,2786,269,14
745,32,5806,269,14
745,32,2725,269,14
745,32,5376,269,14
745,32,7320,269,14
745,33,4094,269,14
745,33,2786,269,14
745,33,4289,269,14
723,0,3496,2291,21
723,1,8491,4222,20
723,1,678,4222,20
723,1,1729,57,55
723,1,1000,4222,20
723,1,5516,4222,20
723,1,1671,57,55
723,1,1671,57,55
723,2,1436,1746,66
723,2,1436,1746,66
723,3,9294,1796,18
723,4,7496,996,47
723,5,1020,3538,52
723,6,2754,420,38
723,6,2754,420,38
723,7,8452,2252,38
723,8,9447,65,20
723,8,2885,65,20
723,9,2189,3538,52
723,10,5609,2147,44
2405,0,5827,725,47
2405,0,4570,725,47
2405,1,1356,1915,65
2405,1,1356,1915,65
2405,2,3841,3084,29
2405,3,6672,4563,20
2405,4,593,3812,29
2405,5,2680,4563,20
2579,0,1737,1224,40
2579,1,5856,2377,19
2579,1,3793,2377,19
2579,1,2857,2377,19
2579,2,2938,3432,66
2579,2,5994,3432,66
2579,2,5994,3432,66
2579,3,592,1182,66
2579,4,2130,2300,36
2579,5,4866,3135,29
2579,5,2231,3135,23
2579,5,2823,3135,57
2579,5,4004,3135,57
2579,5,7070,3135,59
2579,5,293,3135,58
2579,5,2012,3135,63
2579,5,7711,3135,63
2579,5,8182,3135,23
4400,0,2573,2319,59
4400,1,3188,615,59
4400,2,6276,604,29
4400,2,6276,604,29
4400,2,6276,604,29
4400,2,6276,604,29
4400,2,6276,604,29
4400,2,6276,604,29
4400,2,6276,604,29
4400,2,6276,604,29
4400,3,6532,553,32
4400,3,6532,553,32
4400,4,4354,3060,35
4400,5,3760,1452,22
689,0,4755,2114,57
689,0,4755,2114,57
689,1,1929,2657,22
689,1,1929,2657,22
689,1,1929,2657,22
689,1,5261,2657,22
689,1,5261,2657,22
689,1,5261,2657,22
689,1,5261,2657,22
689,1,5261,2657,22
689,1,5261,2657,22
689,1,5261,2657,22
689,2,2382,1665,47
689,3,6915,2657,22
689,4,6638,1514,20
689,5,1127,857,0
689,5,1127,857,0
689,5,1127,857,0
8624,0,7329,269,14
8624,0,5973,269,14
8624,0,2725,269,14
8624,0,4766,269,14
8624,0,1441,269,14
8624,1,2878,269,14
8624,1,9098,269,14
8624,1,4677,269,14
8624,1,8931,269,14
8624,1,2388,269,14
8624,1,2260,269,14
8624,1,5869,269,14
8624,1,1486,269,14
8624,1,8207,269,14
8624,2,7612,3649,17
8624,3,3409,269,14
8624,3,4087,269,14
8624,3,3842,269,14
8624,4,8207,269,14
8624,4,453,269,47
8624,4,3842,269,14
8624,4,9123,269,14
8624,4,8608,269,45
8624,4,7403,269,14
8624,4,3409,269,14
8624,5,9009,269,14
8624,5,9689,269,14
8624,5,5869,269,14
8624,5,198,269,47
8624,5,7403,269,14
8624,5,540,269,14
8624,5,4677,269,14
8624,5,7185,269,14
8624,5,1691,269,14
8624,6,1691,269,14
8624,6,4340,269,14
8624,6,7866,269,14
8624,6,3766,269,14
8624,6,3645,269,14
8624,6,7251,269,14
8624,6,5748,269,14
8624,6,2464,269,14
8624,6,3842,269,14
8624,6,1430,269,14
8624,7,4583,2805,30
8624,8,2601,2141,14
8624,9,4340,269,14
8624,9,7092,269,14
8624,9,5733,269,14
8624,9,2464,269,14
8624,9,1691,269,14
8624,9,2810,269,47
8624,10,7742,269,14
8624,10,4087,269,14
8624,10,1402,2107,30
8624,10,2285,269,14
8624,10,2443,269,14
8624,11,9319,463,21
8624,12,7747,425,16
8624,12,7747,425,16
8624,12,7747,425,16
8624,12,4898,425,16
8624,13,9835,463,21
8624,14,7092,269,14
8624,14,9171,340,18
8624,14,1611,269,14
8624,14,1691,269,14
8624,14,3282,269,14
8624,14,3842,269,14
8624,14,4340,269,14
8624,15,8116,1873,64
4918,0,494,1169,16
4918,1,5629,1646,51
4918,2,7788,2001,63
4918,2,5536,2710,20
4918,3,5060,4222,20
4918,4,7015,4005,35
4918,5,3941,2534,44
4918,6,9639,518,63
4918,7,1092,4429,52
4918,8,7375,2001,63
4918,9,4248,4263,32
4918,10,1638,1623,21
4918,10,1638,1623,21
4918,10,1638,1623,21
4918,10,1638,1623,21
4918,10,1638,1623,21
4918,10,1638,1623,21
4918,11,8088,2213,44
4918,12,5138,3849,42
4918,13,494,1169,16
4918,13,9144,2218,20
4918,13,2217,3592,44
4918,14,8262,927,9
4918,15,2418,1012,1
4918,15,5586,3255,44
4918,15,9286,3181,44
4918,16,296,2831,65
4918,16,3885,569,44
4918,17,4575,3369,2
4918,17,4743,4232,0
4918,17,1079,2443,50
4918,17,4248,4263,32
4918,18,5474,3336,9
4918,19,4804,2497,31
4918,20,4438,2534,44
4918,21,126,1968,57
4918,22,3139,2309,47
4918,22,8401,2534,44
4918,23,2880,1763,44
4918,24,9824,4615,62
4918,24,3692,4615,62
4918,25,9286,3181,44
4918,25,1051,2359,44
4918,26,4668,4364,55
4918,26,4983,4211,63
4918,27,8190,569,44
4918,27,4926,4790,57
4918,27,3551,560,14
4918,28,1660,2870,12
4918,29,6470,826,64
4918,29,7375,2001,63
4918,29,775,103,63
4918,30,2579,3202,51
4918,31,2487,4222,20
4918,32,1795,220,55
4918,32,210,394,16
4918,33,5057,2544,43
4918,34,7063,158,9
4918,34,1098,2403,20
4918,34,6568,4196,44
4918,34,6568,4196,44
4918,34,5586,3255,44
4918,34,6568,4196,44
4918,35,6568,4196,44
4918,36,1935,4311,20
4918,37,9286,3181,44
4918,38,447,2359,44
4918,39,9446,2359,44
4918,40,9360,3311,14
4918,40,829,3227,66
4918,41,2338,3095,51
4918,41,7971,3095,51
4918,42,2578,2580,51
4918,42,2255,807,58
4918,42,2255,807,58
4918,42,9342,2213,44
4918,43,9791,2930,20
4918,44,7809,1693,0
4918,44,7809,1693,0
4918,45,6583,938,44
4918,46,1073,4280,2
4918,47,5057,2544,43
4918,47,5057,2544,43
4918,47,9765,3846,66
4918,47,3668,3181,9
4918,47,9765,3846,66
4918,48,494,1169,16
4918,49,48,2167,44
4918,49,48,2167,44
4918,49,48,2167,44
4918,50,9703,944,14
4918,51,5242,408,0
4918,52,8479,2894,63
4918,53,7442,1824,9
4918,53,2991,3181,44
372,0,6023,3423,32
372,1,2126,2233,32
372,1,2126,2233,32
372,2,5264,1871,45
372,2,3853,2517,20
372,3,1329,2186,44
372,4,5452,3224,52
372,5,2126,2233,32
372,5,2126,2233,32
372,6,8036,1880,0
372,7,4627,1012,48
372,8,9833,2686,14
372,9,1508,4106,52
6300,0,4657,2765,64
6300,0,4657,2765,64
6300,0,4657,2765,64
6300,0,4657,2765,64
6300,0,4657,2765,64
6300,1,3007,3711,45
6300,2,6713,910,51
6300,3,6358,970,58
5998,0,7612,3649,17
5998,1,1179,3889,31
2515,0,7509,1392,44
2515,1,3357,1519,47
2515,1,5517,3107,47
2515,1,9210,3107,20
2515,2,5517,3107,47
2515,3,5517,3107,47
2515,3,1370,3107,47
2515,4,3272,567,9
2515,5,3650,2729,27
2515,6,487,318,32
2515,7,7715,3013,32
2515,7,487,318,32
2515,8,5538,3281,35
2515,9,7138,349,58
2515,9,7138,349,58
2515,10,5917,1139,58
2515,10,5917,1139,58
2515,11,2195,745,20
2515,12,4625,1683,58
2515,13,4905,1357,52
2515,13,4905,1357,52
2515,14,4905,1357,52
2515,14,4905,1357,52
4153,0,398,619,14
4153,1,3030,1181,38
4153,2,7693,63,32
4153,3,3448,1083,23
4153,4,2399,4356,2
798,0,7782,2534,44
798,1,3163,4645,52
798,2,7310,1597,20
3675,0,1836,3898,51
3675,1,6963,78,0
3675,1,6963,78,0
3675,2,5290,298,57
3675,2,5290,298,57
3675,2,8291,298,23
3675,2,2751,298,32
3675,2,2751,298,32
3675,2,9087,298,2
3675,3,3784,4025,58
3675,3,3784,4025,58
3675,4,9700,2048,65
3675,5,2270,1638,32
3675,5,2270,1638,32
3675,6,3714,2068,38
3675,7,2270,1638,32
3675,8,1482,1644,0
2208,0,2173,3341,63
2208,1,3948,1389,32
2208,2,1817,3107,65
2208,2,9005,3107,47
2208,2,338,3107,47
2208,2,3962,3107,47
2208,2,2761,3107,47
2208,2,2047,3107,47
2208,3,9720,2201,57
2208,3,9720,2201,57
2208,4,7054,273,57
2208,4,7054,273,57
2208,5,8924,3064,10
2208,6,890,2956,66
2208,7,6486,164,30
2208,8,3866,2054,42
2208,9,9720,2201,57
2208,9,9720,2201,57
2208,9,9720,2201,57
2208,10,8042,3658,20
2208,11,5840,2460,60
2208,12,386,4082,44
2208,13,8924,3064,10
2208,14,4398,917,52
2208,14,4711,4416,63
939,0,2663,1408,57
939,1,63,1408,57
939,1,63,1408,57
939,1,63,1408,57
939,1,63,1408,57
939,2,2663,1408,57
939,2,43,1408,57
1272,0,2323,269,14
1272,1,1691,269,14
1272,1,5056,269,14
1272,1,2323,269,14
1272,1,1486,269,14
1272,2,8735,3945,44
1272,3,2878,269,14
1272,3,6827,269,14
1272,3,150,269,14
1272,3,2323,269,14
1272,4,2323,269,14
1272,5,4176,269,14
1272,5,9141,269,14
1272,5,3009,269,14
1272,5,5056,269,14
4275,0,9464,585,40
4275,1,9464,585,40
4275,2,5841,1170,47
4275,3,7612,3649,17
4275,4,7477,2410,15
4275,5,7530,796,59
4275,6,7612,3649,17
4275,7,7007,615,59
4275,7,7007,615,59
4275,7,7225,615,59
4275,7,804,615,59
4275,8,2421,3259,45
4275,9,7612,3649,17
4275,10,2542,1903,63
4275,11,4340,269,14
4275,11,9689,269,14
4275,12,2230,4621,2
4275,13,2855,3586,64
4275,13,2855,3586,64
4275,13,2855,3586,64
4275,14,7822,4317,30
4275,14,7822,4317,30
4275,14,7822,4317,30
4275,14,2855,3586,64
4275,14,2855,3586,64
4275,15,2936,2240,22
4275,15,1478,2240,22
4275,15,2936,2240,22
4275,16,9569,2021,59
4275,17,7612,3649,17
4275,18,1712,484,58
4275,18,1712,484,58
4275,18,1712,484,58
4275,19,282,1744,0
4275,20,7612,3649,17
4275,21,7243,4030,20
4275,21,3091,4214,20
7026,0,460,3823,0
7026,1,460,3823,0
7026,2,460,3823,0
7026,3,460,3823,0
7026,3,460,3823,0
7026,4,460,3823,0
7026,5,460,3823,0
7026,5,460,3823,0
7026,6,460,3823,0
7026,6,460,3823,0
7026,7,460,3823,0
7026,8,460,3823,0
7026,8,460,3823,0
7026,9,460,3823,0
7026,9,6745,1294,0
7026,9,460,3823,0
7026,10,460,3823,0
7026,11,460,3823,0
7026,12,460,3823,0
7026,12,460,3823,0
7026,12,460,3823,0
7026,13,460,3823,0
7026,14,460,3823,0
7026,15,460,3823,0
7026,15,460,3823,0
7026,16,460,3823,0
7026,16,460,3823,0
7026,17,460,3823,0
7026,17,460,3823,0
7026,17,460,3823,0
7026,18,460,3823,0
7026,18,460,3823,0
7026,18,460,3823,0
7026,18,460,3823,0
7026,18,460,3823,0
7026,19,460,3823,0
7026,19,460,3823,0
7026,20,460,3823,0
7026,20,460,3823,0
7026,21,460,3823,0
7026,21,460,3823,0
7026,21,460,3823,0
7026,21,460,3823,0
7026,21,460,3823,0
7026,21,460,3823,0
7026,22,460,3823,0
7026,23,460,3823,0
7026,23,460,3823,0
7026,24,460,3823,0
7026,24,460,3823,0
7026,24,460,3823,0
7026,25,460,3823,0
7026,25,460,3823,0
7026,25,460,3823,0
7026,26,460,3823,0
7026,26,460,3823,0
7026,27,460,3823,0
7026,27,460,3823,0
7026,27,460,3823,0
7026,28,460,3823,0
7026,29,460,3823,0
7026,30,460,3823,0
7026,30,460,3823,0
7026,31,460,3823,0
7026,32,460,3823,0
7026,32,460,3823,0
7026,32,460,3823,0
7026,32,460,3823,0
7026,32,460,3823,0
7026,33,460,3823,0
7026,34,460,3823,0
7026,35,460,3823,0
7026,36,460,3823,0
7026,37,460,3823,0
7026,37,460,3823,0
7026,38,460,3823,0
7026,39,460,3823,0
7026,39,460,3823,0
7026,40,460,3823,0
7026,41,460,3823,0
7026,41,460,3823,0
7026,41,460,3823,0
7026,41,460,3823,0
7026,42,460,3823,0
7026,42,460,3823,0
7026,43,460,3823,0
7026,43,460,3823,0
7026,44,460,3823,0
7026,45,460,3823,0
7026,45,460,3823,0
7026,46,460,3823,0
7026,47,460,3823,0
7026,48,460,3823,0
7026,49,460,3823,0
7026,50,460,3823,0
7026,51,460,3823,0
7026,52,460,3823,0
7026,53,460,3823,0
7026,53,460,3823,0
7026,53,460,3823,0
7026,54,460,3823,0
7026,55,460,3823,0
7026,55,460,3823,0
7026,56,460,3823,0
7026,57,460,3823,0
7026,58,460,3823,0
7026,59,460,3823,0
7026,60,460,3823,0
7026,61,460,3823,0
7026,62,460,3823,0
7026,63,460,3823,0
7026,63,460,3823,0
7026,64,460,3823,0
7026,65,460,3823,0
7026,66,460,3823,0
7026,67,460,3823,0
7026,67,460,3823,0
7026,68,460,3823,0
7026,69,6430,2772,15
7026,70,460,3823,0
7026,70,460,3823,0
7026,70,460,3823,0
7026,71,460,3823,0
7026,72,460,3823,0
7026,73,460,3823,0
7026,74,460,3823,0
7026,75,460,3823,0
7026,75,460,3823,0
9428,0,779,2262,20
9428,0,3049,2262,20
9428,0,2249,2262,20
9428,1,6077,2262,20
9428,1,3103,2262,20
9428,2,159,2279,20
9428,2,9328,2279,45
9428,3,7981,4238,55
9428,4,3102,2262,20
4950,0,2878,269,14
4950,0,8144,269,14
4950,1,2778,158,9
4950,2,4113,771,14
4950,3,6313,269,14
4950,3,1441,269,14
4950,3,4929,269,14
4950,4,9098,269,14
4950,4,3914,269,14
4950,4,8978,269,14
4950,4,3362,269,14
4950,5,4790,269,14
4950,5,8903,269,14
4950,6,6313,269,14
4950,6,4677,269,14
4950,6,2201,269,14
4950,6,4790,269,14
4950,6,4087,269,14
4950,6,8903,269,14
4950,6,2260,269,14
4950,7,9123,269,14
4950,7,2201,269,14
4950,7,2201,269,14
4950,7,4677,269,14
4950,7,7866,269,14
4950,7,216,269,14
4950,7,3362,269,14
4950,7,8644,269,14
4950,7,3842,269,14
4950,8,8023,1998,11
4950,9,5869,269,14
4950,9,216,269,14
4950,9,3842,269,14
4950,9,142,269,14
4950,10,6541,269,14
4950,10,6541,269,14
4950,10,3766,269,14
4950,10,3766,269,14
4950,10,7209,269,14
4950,10,9123,269,14
4950,10,9123,269,14
4950,10,7209,269,14
4950,10,1612,269,14
4950,10,2201,269,14
4950,10,1612,269,14
4950,11,7116,2291,21
4950,12,216,269,14
4950,12,5869,269,14
4950,12,3842,269,14
4950,12,2464,269,14
4950,12,198,269,47
4950,12,8978,269,14
4950,12,9123,269,14
4950,12,6213,269,47
4950,12,7866,269,14
4950,13,2464,269,14
4950,13,7737,269,14
4950,13,8644,269,14
4950,13,4087,269,14
4950,13,4340,269,14
4950,13,5869,269,14
4950,13,1612,269,14
4950,13,7251,269,14
4950,13,7092,269,14
4950,13,1430,269,14
4950,14,5813,2130,2
4950,15,40,2236,20
4950,15,3914,269,14
4950,15,7737,269,14
4950,15,1793,269,14
4950,16,1750,4422,16
4950,16,1750,4422,16
4950,17,2380,269,14
4950,17,2309,269,14
4950,17,4948,269,14
4950,17,5869,269,14
4950,17,216,269,14
4950,17,216,269,14
4950,17,2786,269,14
4950,17,5733,269,14
4950,18,9123,269,14
4950,18,7521,269,14
4950,19,9123,269,14
4950,19,1536,269,14
4950,19,8978,269,14
4950,19,1856,269,14
4950,19,2786,269,14
4950,19,1291,269,14
4950,19,5973,269,14
4950,19,7092,269,14
4950,19,4340,269,14
4950,19,198,269,47
4042,0,7612,3649,17
4042,1,8608,269,45
4042,2,8201,683,31
4042,3,2878,269,14
4042,4,7732,4223,45
4042,4,2268,1569,14
4042,5,8608,269,45
4042,6,8608,269,45
4042,7,4981,269,14
4042,7,6702,269,14
4042,7,8608,269,45
4042,7,1430,269,14
4042,8,3009,269,14
4042,8,8903,269,14
4042,8,8608,269,45
4042,9,6702,269,14
4042,9,4981,269,14
4042,10,8608,269,45
4042,11,9033,269,14
4042,12,7251,269,14
4042,12,1430,269,14
4042,13,9802,2275,14
4042,14,2268,1569,14
4042,15,9802,2275,14
4042,16,8608,269,45
4042,16,7139,269,14
4042,16,8903,269,14
4042,16,6971,269,14
4042,17,7251,269,14
4042,17,5523,269,14
4042,17,8949,269,14
4042,18,8608,269,45
4042,19,9123,269,14
4042,19,5869,269,14
4042,19,8949,269,14
4042,19,1430,269,14
4042,19,5523,269,14
4042,19,4677,269,14
4042,20,4553,269,47
4042,20,3267,269,14
4042,21,4094,269,14
4042,21,3390,269,14
4042,21,8608,269,45
4042,22,9802,2275,14
4042,23,8608,269,45
4042,23,7866,269,14
4042,23,9123,269,14
4042,23,3009,269,14
4042,23,3267,269,14
4042,23,5973,269,14
4042,23,7092,269,14
876,0,2754,420,38
876,1,6597,758,39
876,1,6597,758,39
876,1,6597,758,39
876,1,6597,758,39
876,1,6597,758,39
876,1,6597,758,39
876,1,6597,758,39
876,1,6597,758,39
876,1,6597,758,39
876,1,6597,758,39
876,1,6597,758,39
876,1,6597,758,39
876,1,6597,758,39
876,1,6597,758,39
876,2,6597,758,39
876,2,6597,758,39
876,2,6597,758,39
876,2,6597,758,39
876,2,6597,758,39
876,2,6597,758,39
876,2,6597,758,39
876,2,6597,758,39
876,2,6597,758,39
876,2,6597,758,39
876,3,6597,758,39
876,3,6597,758,39
876,4,6597,758,39
876,4,6597,758,39
876,4,6597,758,39
876,4,6597,758,39
876,4,6597,758,39
876,4,6597,758,39
876,4,6597,758,39
876,4,6597,758,39
876,5,8536,454,20
876,6,5071,4246,47
876,7,782,1327,20
876,8,6597,758,39
876,8,6597,758,39
876,8,6597,758,39
876,9,2728,1927,51
876,10,7609,4100,58
8880,0,6841,2359,44
8880,1,5810,1685,20
8880,2,4438,2534,44
8880,3,1638,1623,21
8880,4,4882,485,44
8880,4,4882,485,44
8880,5,2505,2460,60
8880,6,1818,986,44
8880,6,924,778,45
8880,7,7147,2504,20
8880,7,5594,3272,45
8880,8,9802,2275,14
8880,9,3297,2934,20
8880,10,2107,366,47
2151,0,6,2574,60
2151,0,6,2574,60
2151,0,6,2574,60
2151,0,6,2574,60
2151,0,3169,4782,32
2151,1,6044,4176,32
2151,1,6044,4176,32
2151,2,9661,1817,65
2151,2,5458,2966,32
2151,3,6044,4176,32
2151,4,1379,398,67
2151,4,8424,686,58
2151,4,7539,3414,58
2151,5,9861,2155,32
2151,5,9861,2155,32
2151,6,5078,2012,58
2151,7,4939,1595,32
2151,7,4939,1595,32
2151,7,4939,1595,32
2151,7,4939,1595,32
2151,7,4939,1595,32
2151,7,4939,1595,32
2151,7,4939,1595,32
2151,7,4939,1595,32
2151,7,1899,2469,32
2151,7,1899,2469,32
2151,7,1899,2469,32
2151,7,1899,2469,32
2151,7,1899,2469,32
2151,7,1899,2469,32
2151,7,1899,2469,32
2151,7,1899,2469,32
2151,7,1899,2469,32
2151,7,1899,2469,32
2151,8,298,236,32
2151,9,8439,3163,59
2151,9,8439,3163,59
2151,9,8439,3163,59
2151,10,3497,3191,20
2151,11,642,2908,62
5805,0,6235,2745,55
5805,1,8416,4680,55
5805,2,3970,3988,63
5805,3,2555,1190,10
5805,4,3885,569,44
5805,5,9194,476,20
5805,6,8476,1190,10
5805,6,5100,4765,32
5805,7,5100,4765,32
5805,8,7021,3135,23
5805,9,5100,4765,32
5805,10,5572,500,14
5805,11,6953,1418,14
5805,12,3304,4347,23
5805,12,5249,78,0
5805,13,8893,3985,38
5805,14,4615,3241,52
5805,15,4939,1595,32
5805,16,5858,947,38
5805,17,1713,852,0
5805,17,4809,3135,57
2039,0,4485,2317,14
2039,0,7468,2317,14
2039,1,3803,269,14
2039,1,3842,269,14
2039,1,7251,269,14
2039,1,1612,269,14
2039,1,3409,269,14
2039,1,4087,269,14
2039,1,2464,269,14
2039,1,6541,269,14
2039,2,4766,269,14
2039,2,3766,269,14
2039,2,2810,269,47
2039,2,4495,269,14
2039,2,3282,269,14
2039,2,7185,269,14
2039,2,2323,269,14
2039,2,115,269,14
2039,3,2285,269,14
2039,3,8644,269,14
2039,3,1691,269,14
2039,3,4677,269,14
2039,3,2323,269,14
2039,3,5869,269,14
2039,3,6304,269,14
2039,3,4340,269,14
2039,3,4340,269,14
2039,3,9670,269,14
2039,3,163,269,14
2039,4,4243,4687,66
2039,5,163,269,14
2039,5,2285,269,14
2039,5,1691,269,14
2039,5,198,269,47
2039,5,7092,269,14
2039,5,4553,269,47
2039,5,2464,269,14
2039,5,8644,269,14
2039,6,428,1453,15
2039,7,3166,3085,14
2039,8,3952,414,14
2039,9,5056,269,14
2039,9,5973,269,14
2039,9,8903,269,14
2039,9,1586,269,14
2039,9,2676,269,14
2039,9,6448,269,14
2039,9,7866,269,14
2039,9,7092,269,14
3102,0,5544,2564,38
3102,1,1717,2359,44
3102,1,1717,2359,44
3102,2,3745,2663,6
3102,3,7612,3649,17
3102,4,5476,1869,66
3102,4,5476,1869,66
3102,4,5476,1869,66
3102,5,9103,2359,44
8836,0,5218,2671,10
8836,1,8874,1909,23
8836,2,270,310,66
8836,2,270,310,66
8836,2,270,310,66
8836,2,890,2956,66
8836,2,4431,4627,20
8836,3,3613,2293,20
8836,3,9857,3508,20
8836,4,8539,1990,20
8836,5,4589,4231,0
8836,5,4589,4231,0
8836,5,9624,2502,42
8836,6,7767,4175,57
8836,7,7856,3465,20
8836,8,4109,374,30
8836,9,8796,269,14
8836,9,1612,269,14
8836,9,5168,1073,64
8836,9,5168,1073,64
8836,9,8041,1073,64
8836,9,8041,1073,64
8836,10,8097,1546,0
8836,10,8772,253,23
8836,10,4044,253,23
8836,11,6260,3205,32
8836,12,5574,888,32
8836,13,117,4365,65
8696,0,7158,1873,64
8696,1,1391,981,16
1477,0,8740,1516,58
1477,0,8740,1516,58
1477,0,8740,1516,58
1477,1,8811,4415,45
1477,1,1199,4415,45
1477,2,7589,1863,17
1477,3,7892,3285,0
1477,3,6069,1298,58
1477,4,3491,123,0
1477,4,3491,123,0
1477,4,6772,1732,44
1477,5,2628,3739,30
1477,6,5060,4222,20
1477,7,1992,1732,44
1477,8,231,1521,55
6006,0,5977,4222,20
6006,0,4446,4222,20
6006,0,5060,4222,20
6006,1,4329,3135,54
6006,1,7021,3135,23
6006,1,8182,3135,23
6006,1,3284,3135,32
6006,1,1862,3135,52
6006,1,1752,3135,23
6006,1,6801,3135,44
6006,1,3310,3135,23
6006,1,7700,3135,29
6006,1,8011,3135,23
6006,1,2432,3135,23
6006,1,2432,3135,23
6006,1,3355,3135,29
6006,1,3184,3135,32
6006,1,4081,3135,65
6006,1,6289,3135,32
6006,1,5485,3135,51
6006,2,3514,298,59
6006,2,7722,298,59
6006,2,7722,298,59
6006,2,7722,298,59
6006,2,7722,298,59
6006,2,7722,298,59
6006,2,3514,298,59
6006,2,9545,298,59
1297,0,8436,142,59
1297,1,3663,3992,0
1297,1,3663,3992,0
1297,2,4877,4653,22
1297,3,4445,2665,52
1297,3,8044,2665,52
333,0,6562,1887,64
333,0,6562,1887,64
333,1,1313,3515,51
333,2,1011,1843,65
333,3,8529,916,20
333,3,77,916,20
333,4,8529,916,20
333,5,8529,916,20
333,5,8529,916,20
333,6,8529,916,20
333,7,6980,2265,14
333,7,2561,1114,66
333,7,2561,1114,66
333,8,4160,184,64
333,9,9441,2057,32
333,10,7557,3729,66
333,11,5402,159,58
333,11,5402,159,58
333,12,677,1619,38
333,13,7386,705,44
333,14,1011,1843,65
7045,0,3865,3707,63
7045,1,6388,1851,20
7045,1,785,4258,20
7045,2,7612,3649,17
7045,3,3828,3589,20
7045,4,5908,933,52
7045,5,3285,270,58
7045,6,5133,4093,47
7045,7,7974,2867,57
7045,8,4566,2386,29
7045,8,4566,2386,29
7045,8,4566,2386,29
7045,8,4566,2386,29
7045,8,4566,2386,29
7045,9,7612,3649,17
7045,10,7023,2586,64
7045,10,7023,2586,64
7045,11,7997,4254,32
7045,12,6233,1141,64
7045,12,6233,1141,64
7045,12,6233,1141,64
7045,12,6233,1141,64
7045,12,6233,1141,64
7045,12,6233,1141,64
7078,0,7037,2036,20
7078,1,9205,2262,20
7078,1,5479,2262,20
7078,1,2249,2262,20
7078,1,6850,2262,20
7078,1,2322,2262,20
7078,2,6082,1593,58
7078,2,6082,1593,58
7078,3,8768,2383,66
7078,4,613,2133,51
7078,5,777,2377,58
7078,6,7187,1035,60
7078,6,7187,1035,60
7078,7,3745,2663,6
7078,8,9450,2014,65
7078,9,6082,1593,58
3633,0,6016,4617,31
3633,1,8145,3192,9
3633,2,8145,3192,9
3633,3,8552,2710,20
3633,4,2215,469,45
3633,5,7350,1049,9
3633,6,4828,2777,20
3633,6,7111,1327,20
3633,7,6186,661,58
3633,8,6186,661,58
3633,9,8145,3192,9
3633,9,8145,3192,9
3633,9,9401,4020,20
3633,9,1398,3192,9
3633,10,3562,2061,9
3633,11,8552,2710,20
3633,12,4730,2816,58
3633,12,4730,2816,58
3633,12,4730,2816,58
3633,12,2149,3333,20
3633,12,2426,4585,54
3633,13,8737,4567,15
3633,14,6189,4447,55
3633,15,1442,1362,23
3633,16,1028,3218,9
3633,17,6412,1046,27
3633,18,5051,180,20
3633,18,7245,1519,20
3633,18,6311,3218,9
3633,19,4560,1855,55
3633,20,8552,2710,20
3633,20,8552,2710,20
3633,20,8317,1430,20
3633,21,9138,3218,9
3633,22,1028,3218,9
3633,22,9225,1094,47
3633,23,8145,3192,9
3633,23,8145,3192,9
3633,24,6889,2178,63
3633,24,8848,103,44
3633,24,8552,2710,20
3633,24,8552,2710,20
3633,25,9791,2930,20
3633,26,5229,886,58
3633,26,324,1327,20
3633,27,9621,949,32
3633,28,9621,949,32
3633,29,7111,1327,20
3633,30,2164,2264,0
3633,30,9013,3218,9
3633,31,6311,3218,9
9270,0,8178,4182,44
9270,1,5206,875,66
9270,1,6511,4332,66
9270,1,6511,4332,66
9270,1,6511,4332,66
9270,1,6511,4332,66
9270,2,6391,872,66
9270,2,6391,872,66
3360,0,9036,1012,35
3360,1,4253,3670,56
3360,2,9036,1012,35
3360,3,1838,4350,56
3360,4,388,2197,63
3360,4,388,2197,63
3360,5,4619,1208,59
1370,0,9574,135,0
1370,1,2418,1012,1
1370,2,6204,7,66
1370,3,4841,4460,11
1370,4,5748,269,14
1370,4,1691,269,14
1370,4,2323,269,14
1370,4,3842,269,14
1370,4,7139,269,14
1370,4,9193,269,14
1370,5,5869,269,14
1370,5,4766,269,14
1370,5,1691,269,14
1370,5,4495,269,14
1370,5,2309,269,14
1370,5,5733,269,14
1370,5,3914,269,14
1370,5,7092,269,14
1370,5,2323,269,14
1370,6,1691,269,14
1370,6,2464,269,14
1370,6,2323,269,14
1370,6,7185,269,14
1370,6,5056,269,14
1370,7,8807,269,14
1370,7,5733,269,14
1370,7,1373,269,14
1370,7,9116,269,14
1370,7,2464,269,14
1370,7,1691,269,14
1370,8,6240,2716,2
8034,0,3457,3026,63
8034,1,7492,4122,58
8034,2,6108,3215,0
